,tweet_id,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,date,time,dog_stage,jpg_url,breed,retweet_count,favorite_count,hour,time_of_day
1538,674447403907457024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper just wants a belly rub. This pupper has nothing to do w the tree being sideways now. / good pupper ,nan,nan,,https://twitter.com/dog_rates/status/674447403907457024/photo/1,10,10,None,2015-12-09 00:00:00,1900-01-01 04:36:06,pupper,https://pbs.twimg.com/media/CVweVUfW4AACPwI.jpg,Brabancon_griffon,393,1137,4,Morning
1545,674318007229923329,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lennon. He's in quite the predicament. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/674318007229923329/photo/1,8,10,Lennon,2015-12-08 00:00:00,1900-01-01 20:01:55,pupper,https://pbs.twimg.com/media/CVuopr8WwAExw_T.jpg,porcupine,570,1516,20,Evening
1550,674262580978937856,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's super stoked about being an elephant. Couldn't be happier. / for elephant pupper ,nan,nan,,https://twitter.com/dog_rates/status/674262580978937856/photo/1,9,10,Gus,2015-12-08 00:00:00,1900-01-01 16:21:41,pupper,https://pbs.twimg.com/media/CVt2PawWIAEUkqW.jpg,Greater_Swiss_Mountain_dog,498,1391,16,Afternoon
1557,674045139690631169,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Herd of wild dogs here. Not sure what they're trying to do. No real goals in life. / find your purpose puppers ,nan,nan,,https://twitter.com/dog_rates/status/674045139690631169/photo/1,3,10,None,2015-12-08 00:00:00,1900-01-01 01:57:39,pupper,https://pbs.twimg.com/media/CVqwedgXIAEAT6A.jpg,robin,710,1520,1,Night
1559,674038233588723717,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kaiya. She's an aspiring shoe model. / follow your dreams pupper ,nan,nan,,https://twitter.com/dog_rates/status/674038233588723717/photo/1,12,10,Kaiya,2015-12-08 00:00:00,1900-01-01 01:30:12,pupper,https://pbs.twimg.com/media/CVqqMtiVEAEye_L.jpg,Eskimo_dog,456,1176,1,Night
1565,673956914389192708,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is one esteemed pupper. Just graduated college. / what a champ ,nan,nan,,https://twitter.com/dog_rates/status/673956914389192708/photo/1,10,10,,2015-12-07 00:00:00,1900-01-01 20:07:04,pupper,https://pbs.twimg.com/media/CVpgPGwWoAEV7gG.jpg,pug,1069,2091,20,Evening
1566,673919437611909120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Obie. He is on guard watching for evildoers from the comfort of his pumpkin. Very brave pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/673919437611909120/photo/1,11,10,Obie,2015-12-07 00:00:00,1900-01-01 17:38:09,pupper,https://pbs.twimg.com/media/CVo-JuMWwAAet6F.jpg,jack-o'-lantern,401,1251,17,Afternoon
1573,673707060090052608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Raymond. He's absolutely terrified of floating tennis ball. / it'll be ok pupper ,nan,nan,,"https://twitter.com/dog_rates/status/673707060090052608/photo/1,https://twitter.com/dog_rates/status/673707060090052608/photo/1",10,10,Raymond,2015-12-07 00:00:00,1900-01-01 03:34:14,pupper,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,German_short-haired_pointer,434,1177,3,Night
1576,673697980713705472,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pickles. She's a tiny pointy pupper. Average walker. Very skeptical of wet leaf. / ,nan,nan,,"https://twitter.com/dog_rates/status/673697980713705472/photo/1,https://twitter.com/dog_rates/status/673697980713705472/photo/1",8,10,Pickles,2015-12-07 00:00:00,1900-01-01 02:58:09,pupper,https://pbs.twimg.com/media/CVl0vFeWoAAMTfg.jpg,porcupine,2165,4067,2,Night
1582,673656262056419329,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. / overall great dog ,nan,nan,,https://twitter.com/dog_rates/status/673656262056419329/photo/1,10,10,Albert,2015-12-07 00:00:00,1900-01-01 00:12:23,pupper,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,bull_mastiff,265,769,0,Night
1584,673612854080196609,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffri. He's a speckled ice pupper. Very lazy. Enjoys the occasional swim. Rather majestic really. / ,nan,nan,,https://twitter.com/dog_rates/status/673612854080196609/photo/1,7,10,Jeffri,2015-12-06 00:00:00,1900-01-01 21:19:54,pupper,https://pbs.twimg.com/media/CVknUTlVEAARjU5.jpg,Newfoundland,802,1691,21,Evening
1588,673363615379013632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This little pupper can't wait for Christmas. He's pretending to be a present. S'cute. / twenty more days 🎁🎄🐶 ,nan,nan,,https://twitter.com/dog_rates/status/673363615379013632/photo/1,11,10,None,2015-12-06 00:00:00,1900-01-01 04:49:31,pupper,https://pbs.twimg.com/media/CVhEoq4WcAE8pBm.jpg,ox,338,1088,4,Morning
1595,673342308415348736,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Django. He's a skilled assassin pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/673342308415348736/photo/1,10,10,Django,2015-12-06 00:00:00,1900-01-01 03:24:51,pupper,https://pbs.twimg.com/media/CVgxQc5XIAAYL0W.jpg,ski_mask,649,1362,3,Night
1598,673295268553605120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Eve. She's a raging alcoholic / (would b / but pupper alcoholism is a tragic issue that I can't condone) ,nan,nan,,https://twitter.com/dog_rates/status/673295268553605120/photo/1,8,10,Eve,2015-12-06 00:00:00,1900-01-01 00:17:55,pupper,https://pbs.twimg.com/media/CVgGc9hWIAIe1bn.jpg,golden_retriever,3484,8046,0,Night
1602,673148804208660480,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Fletcher. He's had a ruff night. No more Fireball for Fletcher. / it'll be over soon pupper ,nan,nan,,https://twitter.com/dog_rates/status/673148804208660480/photo/1,8,10,Fletcher,2015-12-05 00:00:00,1900-01-01 14:35:56,pupper,https://pbs.twimg.com/media/CVeBQwiUsAAqhLw.jpg,tub,688,1822,14,Afternoon
1605,672988786805112832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. / inspirational pupper ,nan,nan,,https://twitter.com/dog_rates/status/672988786805112832/photo/1,10,10,Schnozz,2015-12-05 00:00:00,1900-01-01 04:00:04,pupper,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg,Lakeland_terrier,314,1039,4,Morning
1608,672975131468300288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chuckles. He is one skeptical pupper. / stay woke Chuckles ,nan,nan,,https://twitter.com/dog_rates/status/672975131468300288/photo/1,10,10,Chuckles,2015-12-05 00:00:00,1900-01-01 03:05:49,pupper,https://pbs.twimg.com/media/CVbjRSIWsAElw2s.jpg,pug,1015,1813,3,Night
1609,672970152493887488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chet. He's having a hard time. Really struggling. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/672970152493887488/photo/1,7,10,Chet,2015-12-05 00:00:00,1900-01-01 02:46:02,pupper,https://pbs.twimg.com/media/CVbeyGUU8AEq300.jpg,leaf_beetle,391,1019,2,Night
1619,672622327801233409,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This lil pupper is sad because we haven't found Kony yet. RT to spread awareness. / would pet firmly ,nan,nan,,https://twitter.com/dog_rates/status/672622327801233409/photo/1,12,10,None,2015-12-04 00:00:00,1900-01-01 03:43:54,pupper,https://pbs.twimg.com/media/CVWicBbUYAIomjC.jpg,golden_retriever,542,1377,3,Night
1620,672614745925664768,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Norman. Doesn't bark much. Very docile pup. Up to date on current events. Overall nifty pupper. / ,nan,nan,,https://twitter.com/dog_rates/status/672614745925664768/photo/1,6,10,Norman,2015-12-04 00:00:00,1900-01-01 03:13:46,pupper,https://pbs.twimg.com/media/CVWbitUW4AAzclx.jpg,starfish,644,1302,3,Night
1623,672594978741354496,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Scott. Just trying to catch his train to work. Doesn't need everybody staring. / ignore the haters pupper ,nan,nan,,https://twitter.com/dog_rates/status/672594978741354496/photo/1,9,10,Scott,2015-12-04 00:00:00,1900-01-01 01:55:13,pupper,https://pbs.twimg.com/media/CVWJkJXWsAInlZl.jpg,Great_Pyrenees,661,1411,1,Night
1630,672481316919734272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Jazz. She should be on the cover of Vogue. / gorgeous pupper ,nan,nan,,https://twitter.com/dog_rates/status/672481316919734272/photo/1,12,10,Jazz,2015-12-03 00:00:00,1900-01-01 18:23:34,pupper,https://pbs.twimg.com/media/CVUiMUeW4AEQgkU.jpg,Border_collie,137,757,18,Evening
1637,672254177670729728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rolf. He's having the time of his life. / good pupper ,nan,nan,,https://twitter.com/dog_rates/status/672254177670729728/photo/1,11,10,Rolf,2015-12-03 00:00:00,1900-01-01 03:21:00,pupper,https://pbs.twimg.com/media/CVRTmz1WcAA4uMF.jpg,pug,800,1515,3,Night
1643,672205392827572224,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Opal. He's a Royal John Coctostan. Ready for transport. Basically indestructible. / good pupper ,nan,nan,,https://twitter.com/dog_rates/status/672205392827572224/photo/1,9,10,Opal,2015-12-03 00:00:00,1900-01-01 00:07:09,pupper,https://pbs.twimg.com/media/CVQnPMrVAAAzShR.jpg,carton,1270,2414,0,Night
1645,672160042234327040,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. / great pupper ,nan,nan,,https://twitter.com/dog_rates/status/672160042234327040/photo/1,8,10,Bubba,2015-12-02 00:00:00,1900-01-01 21:06:56,pupper,https://pbs.twimg.com/media/CVP9_beUEAAwURR.jpg,pug,395,918,21,Evening
1768,669993076832759809,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zoey. Her dreams of becoming a hippo ballerina don't look promising. / it'll be ok puppers ,nan,nan,,https://twitter.com/dog_rates/status/669993076832759809/photo/1,9,10,Zoey,2015-11-26 00:00:00,1900-01-01 21:36:12,pupper,https://pbs.twimg.com/media/CUxLJO8U8AAu6Zu.jpg,piggy_bank,92,344,21,Evening
